"Season","Week","Season Type","Neutral Site","Venue","Home Team","Home Conference","Home Division","Home Points","Home Post Win Prob","Home Pregame Elo","Home Postgame Elo","Away Team","Away Conference","Away Division","Away Points","Away Post Win Prob","Away Pregame Elo","Away Postgame Elo"
"2023","2","regular","false","Georgia State Stadium","Georgia State","Sun Belt","fbs","35","0.9850283517972884","1490","1517","Connecticut","FBS Independents","fbs","14","0.014971648202711574","1264","1237"
"2023","2","regular","false","Centennial Bank Stadium","Arkansas State","Sun Belt","fbs","3","0.0011477152854453942","1071","1032","Memphis","American Athletic","fbs","37","0.9988522847145546","1545","1584"
"2023","2","regular","false","Raymond James Stadium","South Florida","American Athletic","fbs","38","0.18325942942628418","1268","1268","Florida A&M","SWAC","fcs","24","0.8167405705737159","",""
"2023","2","regular","false","Albertsons Stadium","Boise State","Mountain West","fbs","16","0.1439588740561771","1540","1544","UCF","Big 12","fbs","18","0.8560411259438229","1668","1664"
"2023","2","regular","false","Houchens Industries-L. T. Smith Stadium","Western Kentucky","Conference USA","fbs","52","0.9306677223093426","1700","1700","Houston Christian","Southland","fcs","22","0.06933227769065742","",""
"2023","2","regular","false","Faurot Field","Missouri","SEC","fbs","23","0.9269952791485443","1480","1479","Middle Tennessee","Conference USA","fbs","19","0.0730047208514557","1340","1341"
"2023","2","regular","false","Joe Aillet Stadium","Louisiana Tech","Conference USA","fbs","51","0.9958746826362376","1257","1257","Northwestern State","Southland","fcs","21","0.004125317363762426","",""
"2023","2","regular","false","Brooks Stadium","Coastal Carolina","Sun Belt","fbs","30","0.8326902316898975","1387","1425","Jacksonville State","Conference USA","fbs","16","0.16730976831010247","1499","1461"
"2023","2","regular","false","Jones AT&T Stadium","Texas Tech","Big 12","fbs","30","0.09628548990655293","1585","1575","Oregon","Pac-12","fbs","38","0.903714510093447","1649","1659"
"2023","2","regular","false","Mackay Stadium","Nevada","Mountain West","fbs","6","0.0021312636431800626","1405","1405","Idaho","Big Sky","fcs","33","0.9978687363568199","",""
"2023","2","regular","false","Maryland Stadium","Maryland","Big Ten","fbs","38","0.9659606680077155","1596","1602","Charlotte","American Athletic","fbs","20","0.03403933199228448","1220","1214"
"2023","2","regular","false","TCF Bank Stadium","Minnesota","Big Ten","fbs","25","0.9977381883575271","1671","1691","Eastern Michigan","Mid-American","fbs","6","0.002261811642472855","1433","1413"
"2023","2","regular","false","Davis Wade Stadium","Mississippi State","SEC","fbs","31","0.7790124512237414","1629","1627","Arizona","Pac-12","fbs","24","0.2209875487762586","1416","1418"
"2023","2","regular","false","SHI Stadium","Rutgers","Big Ten","fbs","36","0.9977596725705241","1330","1399","Temple","American Athletic","fbs","7","0.0022403274294758857","1263","1194"
"2023","2","regular","false","Martin Stadium","Washington State","Pac-12","fbs","31","0.9103354063804465","1602","1621","Wisconsin","Big Ten","fbs","22","0.08966459361955348","1665","1646"
"2023","2","regular","false","Snapdragon Stadium","San Diego State","Mountain West","fbs","10","0.016185459622684976","1497","1446","UCLA","Pac-12","fbs","35","0.983814540377315","1631","1682"
"2023","2","regular","false","Williams-Brice Stadium","South Carolina","SEC","fbs","47","0.9988263493857278","1459","1459","Furman","Southern","fcs","21","0.0011736506142722147","",""
"2023","2","regular","false","Ben Hill Griffin Stadium","Florida","SEC","fbs","49","0.9989674779801488","1558","1558","McNeese","Southland","fcs","7","0.0010325220198511564","",""
"2023","2","regular","false","Tiger Stadium","LSU","SEC","fbs","72","0.9986868036561473","1484","1484","Grambling","SWAC","fcs","10","0.0013131963438527405","",""
"2023","2","regular","false","Malone Stadium","Louisiana Monroe","Sun Belt","fbs","24","0.29211792737611764","1221","1221","Lamar","Southland","fcs","14","0.7078820726238824","",""
"2023","2","regular","true","NRG Stadium","Sam Houston State","Conference USA","fbs","3","0.0014372400160144914","1473","1474","Air Force","Mountain West","fbs","13","0.9985627599839855","1678","1677"
"2023","2","regular","false","Amon G. Carter Stadium","TCU","Big 12","fbs","41","0.9989709244306886","1428","1428","Nicholls","Southland","fcs","6","0.0010290755693114217","",""
"2023","2","regular","false","Romney Stadium","Utah State","Mountain West","fbs","78","0.9989685702515817","1553","1553","Idaho State","Big Sky","fcs","28","0.0010314297484183","",""
"2023","2","regular","false","University Stadium","New Mexico","Mountain West","fbs","56","0.9989419203986701","1146","1146","Tennessee Tech","Big South-OVC","fcs","10","0.0010580796013298643","",""
"2023","2","regular","false","Bobby Bowden Field at Doak Campbell Stadium","Florida State","ACC","fbs","66","0.9984829314967572","1792","1895","Southern Mississippi","Sun Belt","fbs","13","0.0015170685032428466","1370","1267"
"2023","2","regular","false","Bulldog Stadium","Fresno State","Mountain West","fbs","34","0.5902403392876906","1600","1600","Eastern Washington","Big Sky","fcs","31","0.4097596607123094","",""
"2023","2","regular","false","Reser Stadium","Oregon State","Pac-12","fbs","55","0.9989628419553654","1599","1599","UC Davis","Big Sky","fcs","7","0.0010371580446345563","",""
"2023","2","regular","false","California Memorial Stadium","California","Pac-12","fbs","10","0.006722404282217836","1552","1551","Auburn","SEC","fbs","14","0.9932775957177822","1638","1639"
"2023","2","regular","false","Sun Devil Stadium","Arizona State","Pac-12","fbs","15","0.5172410256035164","1464","1444","Oklahoma State","Big 12","fbs","27","0.48275897439648363","1530","1550"
"2023","2","regular","false","Los Angeles Memorial Coliseum","USC","Pac-12","fbs","56","0.998961737775243","1817","1891","Stanford","Pac-12","fbs","10","0.0010382622247570028","1345","1271"
"2023","2","regular","false","Clarence T.C. Ching Athletics Complex","Hawai'i","Mountain West","fbs","31","0.9549638247510057","1380","1380","Albany","CAA","fcs","20","0.04503617524899428","",""
"2023","3","regular","false","Liberty Bowl Memorial Stadium","Memphis","American Athletic","fbs","28","0.5606579451368273","1584","1581","Navy","American Athletic","fbs","24","0.4393420548631727","1385","1388"
"2023","3","regular","false","Hard Rock Stadium","Miami","ACC","fbs","48","0.9989696829465746","1659","1659","Bethune-Cookman","SWAC","fcs","7","0.001030317053425378","",""
"2023","3","regular","false","Maryland Stadium","Maryland","Big Ten","fbs","42","0.9973371961118056","1602","1646","Virginia","ACC","fbs","14","0.0026628038881943983","1350","1306"
"2023","3","regular","false","Alamodome","UT San Antonio","American Athletic","fbs","29","0.2020223274597295","1600","1575","Army","FBS Independents","fbs","37","0.7979776725402705","1488","1513"
"2023","3","regular","false","Falcon Stadium","Air Force","Mountain West","fbs","39","0.9989131195590351","1677","1691","Utah State","Mountain West","fbs","21","0.0010868804409649435","1396","1382"
"2023","3","regular","false","Memorial Stadium","Illinois","Big Ten","fbs","13","0.4921793689320554","1624","1606","Penn State","Big Ten","fbs","30","0.5078206310679446","1849","1867"
"2023","3","regular","false","Faurot Field","Missouri","SEC","fbs","30","0.7663306931583432","1479","1485","Kansas State","Big 12","fbs","27","0.23366930684165677","1795","1789"
"2023","3","regular","false","Alumni Stadium","Boston College","ACC","fbs","29","0.40444988187485786","1309","1335","Florida State","ACC","fbs","31","0.5955501181251421","1895","1869"
"2023","3","regular","false","Foreman Field","Old Dominion","Sun Belt","fbs","24","0.612525742056931","1355","1366","Wake Forest","ACC","fbs","27","0.387474257943069","1618","1607"
"2023","3","regular","false","Peden Stadium","Ohio","Mid-American","fbs","10","0.16730944681475052","1482","1484","Iowa State","Big 12","fbs","7","0.8326905531852495","1533","1531"
"2023","3","regular","false","Camp Randall Stadium","Wisconsin","Big Ten","fbs","35","0.9816513681364114","1646","1676","Georgia Southern","Sun Belt","fbs","14","0.018348631863588594","1455","1425"
"2023","3","regular","false","Davis Wade Stadium","Mississippi State","SEC","fbs","14","0.0003467453208439656","1627","1561","LSU","SEC","fbs","41","0.999653254679156","1687","1753"
"2023","3","regular","true","Lucas Oil Stadium","Indiana","Big Ten","fbs","14","0.06097878632821116","1389","1399","Louisville","ACC","fbs","21","0.9390212136717888","1654","1644"
"2023","3","regular","false","Albertsons Stadium","Boise State","Mountain West","fbs","42","0.9928481304813956","1541","1541","North Dakota","MVFC","fcs","18","0.007151869518604359","",""
"2023","3","regular","false","Dix Stadium","Kent State","Mid-American","fbs","38","0.9989416309316532","1212","1212","Central Connecticut","NEC","fcs","10","0.0010583690683467761","",""
"2023","3","regular","false","McLane Stadium","Baylor","Big 12","fbs","30","0.9969533461459229","1643","1643","Long Island University","NEC","fcs","7","0.003046653854077097","",""
"2023","3","regular","false","UB Stadium","Buffalo","Mid-American","fbs","27","0.05286958832445191","1396","1328","Liberty","Conference USA","fbs","55","0.9471304116755481","1465","1533"
"2023","3","regular","false","Scheumann Stadium","Ball State","Mid-American","fbs","45","0.9986775252444028","1288","1288","Indiana State","MVFC","fcs","7","0.0013224747555972138","",""
"2023","3","regular","false","Rice-Eccles Stadium","Utah","Pac-12","fbs","31","0.9989087301975537","1807","1807","Weber State","Big Sky","fcs","7","0.0010912698024463374","",""
"2023","3","regular","false","Carter-Finley Stadium","NC State","ACC","fbs","45","0.9989580762065414","1570","1570","VMI","Southern","fcs","7","0.0010419237934585768","",""
"2023","3","regular","false","Lincoln Financial Field","Temple","American Athletic","fbs","41","0.9988917785580805","1103","1103","Norfolk State","MEAC","fcs","9","0.0011082214419194658","",""
"2023","3","regular","false","Rynearson Stadium","Eastern Michigan","Mid-American","fbs","19","0.13623432467284685","1413","1408","UMass","FBS Independents","fbs","17","0.8637656753271532","1043","1048"
"2023","3","regular","false","Notre Dame Stadium","Notre Dame","FBS Independents","fbs","41","0.9987696063393773","1844","1851","Central Michigan","Mid-American","fbs","17","0.0012303936606227195","1328","1321"
"2023","3","regular","false","SHI Stadium","Rutgers","Big Ten","fbs","35","0.698275172665837","1399","1444","Virginia Tech","ACC","fbs","16","0.30172482733416295","1412","1367"
"2023","3","regular","false","Kinnick Stadium","Iowa","Big Ten","fbs","41","0.7294803840770351","1667","1703","Western Michigan","Mid-American","fbs","10","0.2705196159229649","1262","1226"
"2023","3","regular","false","Kenan Memorial Stadium","North Carolina","ACC","fbs","31","0.9973795093876885","1585","1636","Minnesota","Big Ten","fbs","13","0.00262049061231151","1691","1640"
"2023","3","regular","false","Skelly Field at H. A. Chapman Stadium","Tulsa","American Athletic","fbs","17","0.013172866125444164","1370","1280","Oklahoma","Big 12","fbs","66","0.9868271338745558","1807","1897"
"2023","3","regular","false","Reser Stadium","Oregon State","Pac-12","fbs","26","0.9964861216543441","1729","1741","San Diego State","Mountain West","fbs","9","0.003513878345655863","1446","1434"
"2023","3","regular","false","Rentschler Field","Connecticut","FBS Independents","fbs","17","0.017756923652212195","1237","1213","Florida International","Conference USA","fbs","24","0.9822430763477878","1101","1125"
"2023","3","regular","false","Raymond James Stadium","South Florida","American Athletic","fbs","3","0.078350971810406","1249","1279","Alabama","SEC","fbs","17","0.921649028189594","1984","1954"
"2023","3","regular","false","Wallace Wade Stadium","Duke","ACC","fbs","38","0.9984746121446574","1592","1630","Northwestern","Big Ten","fbs","14","0.0015253878553426192","1390","1352"
"2023","3","regular","false","Kidd Brewer Stadium","Appalachian State","Sun Belt","fbs","43","0.9402742209886681","1556","1577","East Carolina","American Athletic","fbs","28","0.059725779011331914","1443","1422"
"2023","3","regular","false","Sanford Stadium","Georgia","SEC","fbs","24","0.9839286030390889","2065","2048","South Carolina","SEC","fbs","14","0.01607139696091109","1540","1557"
"2023","3","regular","false","M. M. Roberts Stadium","Southern Mississippi","Sun Belt","fbs","3","0.09005147165892563","1267","1258","Tulane","American Athletic","fbs","21","0.9099485283410744","1621","1630"
"2023","3","regular","false","Kyle Field","Texas A&M","SEC","fbs","47","0.9989158158362372","1608","1690","Louisiana Monroe","Sun Belt","fbs","3","0.0010841841637627692","1255","1173"
"2023","3","regular","false","California Memorial Stadium","California","Pac-12","fbs","31","0.820349206934114","1618","1618","Idaho","Big Sky","fcs","17","0.17965079306588605","",""
"2023","3","regular","false","Ohio Stadium","Ohio State","Big Ten","fbs","63","0.998969491505505","1903","2028","Western Kentucky","Conference USA","fbs","10","0.0010305084944950416","1632","1507"
"2023","3","regular","false","Spartan Stadium","Michigan State","Big Ten","fbs","7","0.0003613870764483701","1575","1509","Washington","Pac-12","fbs","41","0.9996386129235516","1822","1888"
"2023","3","regular","false","Rose Bowl","UCLA","Pac-12","fbs","59","0.9989711147825199","1756","1756","North Carolina Central","MEAC","fcs","7","0.0010288852174801244","",""
"2023","3","regular","false","Martin Stadium","Washington State","Pac-12","fbs","64","0.998963855528672","1653","1653","Northern Colorado","Big Sky","fcs","21","0.0010361444713280488","",""
"2023","3","regular","false","Jerry Richardson Stadium","Charlotte","American Athletic","fbs","25","0.0037603324113530618","1214","1205","Georgia State","Sun Belt","fbs","41","0.9962396675886469","1517","1526"
"2023","3","regular","false","Bright House Networks Stadium","UCF","Big 12","fbs","48","0.998947105530479","1688","1688","Villanova","CAA","fcs","14","0.0010528944695209486","",""
"2023","3","regular","false","Johnny Red"""" Floyd Stadium""""","Middle Tennessee","Conference USA","fbs","35","0.9941245494519199","1368","1368","Murray State","MVFC","fcs","14","0.005875450548080141","",""
"2023","3","regular","false","Jones AT&T Stadium","Texas Tech","Big 12","fbs","41","0.9975203169488966","1533","1533","Tarleton State","UAC","fcs","3","0.002479683051103354","",""
"2023","3","regular","false","Gerald J. Ford Stadium","SMU","American Athletic","fbs","69","0.9989706322935573","1584","1584","Prairie View","SWAC","fcs","0","0.0010293677064426854","",""
"2023","3","regular","false","Rice Stadium","Rice","American Athletic","fbs","59","0.99889926568778","1233","1233","Texas Southern","SWAC","fcs","7","0.0011007343122200197","",""
"2023","3","regular","false","Brooks Stadium","Coastal Carolina","Sun Belt","fbs","66","0.9989563622929865","1623","1623","Duquesne","NEC","fcs","7","0.001043637707013545","",""
"2023","3","regular","false","Centennial Bank Stadium","Arkansas State","Sun Belt","fbs","31","0.997488764553842","1024","1024","Stony Brook","CAA","fcs","7","0.0025112354461580555","",""
"2023","3","regular","false","Glass Bowl","Toledo","Mid-American","fbs","21","0.9873405129108868","1498","1497","San José State","Mountain West","fbs","17","0.012659487089113242","1378","1379"
"2023","3","regular","false","Veterans Memorial Stadium","Troy","Sun Belt","fbs","14","0.15486910240457977","1501","1503","James Madison","Sun Belt","fbs","16","0.8451308975954203","1595","1593"
"2023","3","regular","false","Protective Stadium","UAB","American Athletic","fbs","21","0.043624832337539436","1473","1427","Louisiana","Sun Belt","fbs","41","0.9563751676624606","1515","1561"
"2023","3","regular","false","Boone Pickens Stadium","Oklahoma State","Big 12","fbs","7","0.0016825433649075925","1550","1468","South Alabama","Sun Belt","fbs","33","0.9983174566350924","1459","1541"
"2023","3","regular","false","Nippert Stadium","Cincinnati","Big 12","fbs","24","0.34909601627834885","1637","1597","Miami (OH)","Mid-American","fbs","31","0.6509039837216511","1321","1361"
"2023","3","regular","false","Ben Hill Griffin Stadium","Florida","SEC","fbs","29","0.9678796152955736","1546","1603","Tennessee","SEC","fbs","16","0.03212038470442635","1887","1830"
"2023","3","regular","false","Jordan-Hare Stadium","Auburn","SEC","fbs","45","0.9983211703331041","1697","1697","Samford","Southern","fcs","13","0.0016788296668959202","",""
"2023","3","regular","false","Allegiant Stadium","UNLV","Mountain West","fbs","40","0.8697552200837356","1340","1341","Vanderbilt","SEC","fbs","37","0.13024477991626437","1317","1316"
"2023","3","regular","false","Joe Aillet Stadium","Louisiana Tech","Conference USA","fbs","37","0.24715727767053963","1216","1218","North Texas","American Athletic","fbs","40","0.7528427223294604","1330","1328"
"2023","3","regular","false","Memorial Stadium","Nebraska","Big Ten","fbs","35","0.9987284936335716","1430","1476","Northern Illinois","Mid-American","fbs","11","0.0012715063664283655","1309","1263"
"2023","3","regular","false","Vaught-Hemingway Stadium","Ole Miss","SEC","fbs","48","","1639","1672","Georgia Tech","ACC","fbs","23","","1362","1329"
"2023","3","regular","false","Commonwealth Stadium","Kentucky","SEC","fbs","35","0.9986341586276413","1625","1669","Akron","Mid-American","fbs","3","0.0013658413723587337","1268","1224"
"2023","3","regular","false","Michigan Stadium","Michigan","Big Ten","fbs","31","0.9982412807701311","1951","1944","Bowling Green","Mid-American","fbs","6","0.0017587192298689214","1246","1253"
"2023","3","regular","false","Donald W. Reynolds Razorback Stadium Frank Broyles Field","Arkansas","SEC","fbs","31","0.9581572039893834","1641","1620","BYU","Big 12","fbs","38","0.04184279601061658","1544","1565"
"2023","3","regular","false","Ross-Ade Stadium","Purdue","Big Ten","fbs","20","0.3189279052644293","1488","1462","Syracuse","ACC","fbs","35","0.6810720947355706","1581","1607"
"2023","3","regular","false","Mountaineer Field at Milan Puskar Stadium","West Virginia","Big 12","fbs","17","0.9082118502886316","1422","1457","Pittsburgh","ACC","fbs","6","0.0917881497113684","1613","1578"
"2023","3","regular","false","John O'Quinn Field at TDECU Stadium","Houston","Big 12","fbs","13","0.0006609498676621104","1575","1519","TCU","Big 12","fbs","36","0.9993390501323379","1613","1669"
"2023","3","regular","false","Darrell K Royal-Texas Memorial Stadium","Texas","Big 12","fbs","31","0.9961711195823244","1821","1831","Wyoming","Mountain West","fbs","10","0.0038288804176755953","1412","1402"
"2023","3","regular","false","Stanford Stadium","Stanford","Pac-12","fbs","23","","1283","1283","Sacramento State","Big Sky","fcs","30","","",""
"2023","3","regular","false","Autzen Stadium","Oregon","Pac-12","fbs","55","0.998917290918658","1659","1734","Hawai'i","Mountain West","fbs","10","0.0010827090813420037","1220","1145"
"2023","3","regular","false","Memorial Stadium","Clemson","ACC","fbs","48","0.998959857579676","1654","1718","Florida Atlantic","American Athletic","fbs","14","0.0010401424203240195","1415","1351"
"2023","3","regular","false","University Stadium","New Mexico","Mountain West","fbs","17","0.07971527725157143","1117","1108","New Mexico State","Conference USA","fbs","27","0.9202847227484285","1255","1264"
"2023","3","regular","false","Jim Wacker Field at Bobcat Stadium","Texas State","Sun Belt","fbs","77","0.9989526134641381","1334","1334","Jackson State","SWAC","fcs","34","0.001047386535861894","",""
"2023","3","regular","false","Folsom Field","Colorado","Pac-12","fbs","43","0.04766039032465387","1288","1300","Colorado State","Mountain West","fbs","35","0.9523396096753461","1290","1278"
"2023","3","regular","false","Mackay Stadium","Nevada","Mountain West","fbs","24","0.07273871086432676","1220","1224","Kansas","Big 12","fbs","31","0.9272612891356733","1455","1451"
"2023","3","regular","false","Sun Devil Stadium","Arizona State","Pac-12","fbs","0","0.006078159514874537","1444","1392","Fresno State","Mountain West","fbs","29","0.9939218404851254","1671","1723"
"2023","3","regular","false","Arizona Stadium","Arizona","Pac-12","fbs","31","0.9988121113172574","1418","1453","UTEP","Conference USA","fbs","10","0.001187888682742555","1276","1241"
"2023","4","regular","false","Brooks Stadium","Coastal Carolina","Sun Belt","fbs","17","0.023282608921071316","1425","1405","Georgia State","Sun Belt","fbs","30","0.9767173910789286","1526","1546"
"2023","4","regular","false","Ross-Ade Stadium","Purdue","Big Ten","fbs","17","0.029447816254442667","1462","1432","Wisconsin","Big Ten","fbs","38","0.9705521837455573","1676","1706"
"2023","4","regular","false","Scott Stadium","Virginia","ACC","fbs","21","0.7589393671281662","1306","1314","NC State","ACC","fbs","24","0.24106063287183377","1528","1520"
"2023","4","regular","false","Snapdragon Stadium","San Diego State","Mountain West","fbs","31","0.8459901023303856","1434","1436","Boise State","Mountain West","fbs","34","0.15400989766961437","1544","1542"
"2023","4","regular","false","Spartan Stadium","San José State","Mountain West","fbs","20","0.001591852852297374","1379","1348","Air Force","Mountain West","fbs","45","0.9984081471477027","1691","1722"
"2023","4","regular","false","Vanderbilt Stadium","Vanderbilt","SEC","fbs","28","0.0008870349207535293","1316","1310","Kentucky","SEC","fbs","45","0.9991129650792465","1669","1675"
"2023","4","regular","false","Veterans Memorial Stadium","Troy","Sun Belt","fbs","27","0.9670079798194715","1503","1504","Western Kentucky","Conference USA","fbs","24","0.03299202018052849","1507","1506"
"2023","4","regular","false","Amon G. Carter Stadium","TCU","Big 12","fbs","34","0.9445634227007107","1669","1692","SMU","American Athletic","fbs","17","0.0554365772992893","1521","1498"
"2023","4","regular","false","Joan C. Edwards Stadium","Marshall","Sun Belt","fbs","24","0.9204747577339346","1580","1578","Virginia Tech","ACC","fbs","17","0.07952524226606539","1367","1369"
"2023","4","regular","false","Michigan Stadium","Michigan","Big Ten","fbs","31","0.9983188290849623","1944","1953","Rutgers","Big Ten","fbs","7","0.0016811709150377219","1444","1435"
"2023","4","regular","false","Brigham Field at Huskie Stadium","Northern Illinois","Mid-American","fbs","14","0.379938826806183","1263","1249","Tulsa","American Athletic","fbs","22","0.620061173193817","1280","1294"
"2023","4","regular","false","Memorial Stadium","Clemson","ACC","fbs","24","0.6197886985089055","1718","1716","Florida State","ACC","fbs","31","0.3802113014910945","1869","1871"
"2023","4","regular","false","Nippert Stadium","Cincinnati","Big 12","fbs","6","0.008925422930566656","1597","1593","Oklahoma","Big 12","fbs","20","0.9910745770694334","1897","1901"
"2023","4","regular","false","Kyle Field","Texas A&M","SEC","fbs","27","0.9982694089831536","1690","1722","Auburn","SEC","fbs","10","0.0017305910168463612","1639","1607"
"2023","4","regular","false","Carrier Dome","Syracuse","ACC","fbs","29","0.9595100745029648","1607","1625","Army","FBS Independents","fbs","16","0.04048992549703523","1513","1495"
"2023","4","regular","false","Glass Bowl","Toledo","Mid-American","fbs","49","0.9983717298941074","1497","1512","Western Michigan","Mid-American","fbs","31","0.0016282701058926152","1226","1211"
"2023","4","regular","false","Scheumann Stadium","Ball State","Mid-American","fbs","3","0.0005689798914664372","1273","1185","Georgia Southern","Sun Belt","fbs","40","0.9994310201085336","1425","1513"
"2023","4","regular","false","Bryant Denny Stadium","Alabama","SEC","fbs","24","0.9195733907472926","1954","1959","Ole Miss","SEC","fbs","10","0.08042660925270739","1672","1667"
"2023","4","regular","false","Doyt Perry Stadium","Bowling Green","Mid-American","fbs","7","0.0003073325607575737","1253","1195","Ohio","Mid-American","fbs","38","0.9996926674392425","1484","1542"
"2023","4","regular","false","Foreman Field","Old Dominion","Sun Belt","fbs","10","0.24384732205223777","1358","1358","Texas A&M-Commerce","Southland","fcs","9","0.7561526779477622","",""
"2023","4","regular","false","Yager Stadium","Miami (OH)","Mid-American","fbs","62","0.9986943755753074","1350","1350","Delaware State","MEAC","fcs","20","0.0013056244246926196","",""
"2023","4","regular","false","Mountaineer Field at Milan Puskar Stadium","West Virginia","Big 12","fbs","20","0.8862969066571842","1457","1473","Texas Tech","Big 12","fbs","13","0.11370309334281581","1575","1559"
"2023","4","regular","false","Rice-Eccles Stadium","Utah","Pac-12","fbs","14","0.9454828117768593","1780","1784","UCLA","Pac-12","fbs","7","0.05451718822314067","1682","1678"
"2023","4","regular","false","Memorial Stadium","Illinois","Big Ten","fbs","23","0.992529383011385","1606","1601","Florida Atlantic","American Athletic","fbs","17","0.007470616988614953","1351","1356"
"2023","4","regular","false","Lincoln Financial Field","Temple","American Athletic","fbs","7","0.0006778949473836644","1194","1139","Miami","ACC","fbs","41","0.9993221050526163","1529","1584"
"2023","4","regular","false","Memorial Stadium","Nebraska","Big Ten","fbs","28","0.7985096365142782","1476","1483","Louisiana Tech","Conference USA","fbs","14","0.2014903634857218","1218","1211"
"2023","4","regular","false","Rentschler Field","Connecticut","FBS Independents","fbs","7","0.000559489174718886","1213","1168","Duke","ACC","fbs","41","0.9994405108252811","1630","1675"
"2023","4","regular","false","Autzen Stadium","Oregon","Pac-12","fbs","42","0.9989656667170455","1734","1782","Colorado","Pac-12","fbs","6","0.001034333282954547","1300","1252"
"2023","4","regular","false","Memorial Stadium","Kansas","Big 12","fbs","38","0.9970311043407889","1451","1480","BYU","Big 12","fbs","27","0.0029688956592111015","1565","1536"
"2023","4","regular","false","Papa John's Cardinal Stadium","Louisville","ACC","fbs","56","0.9989550400738733","1644","1682","Boston College","ACC","fbs","28","0.0010449599261267428","1335","1297"
"2023","4","regular","false","Spartan Stadium","Michigan State","Big Ten","fbs","9","0.1605886371039145","1509","1468","Maryland","Big Ten","fbs","31","0.8394113628960855","1646","1687"
"2023","4","regular","false","Warren McGuirk Alumni Stadium","UMass","FBS Independents","fbs","31","0.5070325111130141","1048","1047","New Mexico","Mountain West","fbs","34","0.49296748888698594","1108","1109"
"2023","4","regular","false","Neyland Stadium","Tennessee","SEC","fbs","45","0.9973628114879283","1830","1883","UT San Antonio","American Athletic","fbs","14","0.002637188512071731","1575","1522"
"2023","4","regular","false","Raymond James Stadium","South Florida","American Athletic","fbs","42","0.9844020920289753","1279","1298","Rice","American Athletic","fbs","29","0.015597907971024672","1199","1180"
"2023","4","regular","false","Jack Trice Stadium","Iowa State","Big 12","fbs","34","0.8998724594495812","1531","1537","Oklahoma State","Big 12","fbs","27","0.10012754055041884","1468","1462"
"2023","4","regular","false","JSU Stadium","Jacksonville State","Conference USA","fbs","21","0.9928559015541867","1461","1505","Eastern Michigan","Mid-American","fbs","0","0.007144098445813318","1408","1364"
"2023","4","regular","false","Hancock Whitney Stadium","South Alabama","Sun Belt","fbs","30","0.6474127773669446","1541","1519","Central Michigan","Mid-American","fbs","34","0.3525872226330554","1321","1343"
"2023","4","regular","false","Dowdy-Ficklen Stadium","East Carolina","American Athletic","fbs","44","0.9960501215639439","1420","1420","Gardner-Webb","Big South-OVC","fcs","0","0.003949878436056098","",""
"2023","4","regular","false","BB&T Field","Wake Forest","ACC","fbs","16","0.24480336963808622","1607","1545","Georgia Tech","ACC","fbs","30","0.7551966303619138","1329","1391"
"2023","4","regular","false","FIU Stadium","Florida International","Conference USA","fbs","6","0.0050389614625467325","1125","1084","Liberty","Conference USA","fbs","38","0.9949610385374532","1533","1574"
"2023","4","regular","false","Benson Field at Yulman Stadium","Tulane","American Athletic","fbs","36","0.7822058108672602","1651","1651","Nicholls","Southland","fcs","7","0.21779418913273985","",""
"2023","4","regular","false","Stanford Stadium","Stanford","Pac-12","fbs","20","0.19305925612564093","1271","1278","Arizona","Pac-12","fbs","21","0.8069407438743591","1453","1446"
"2023","4","regular","false","Martin Stadium","Washington State","Pac-12","fbs","38","0.9176444253467523","1621","1624","Oregon State","Pac-12","fbs","35","0.08235557465324772","1741","1738"
"2023","4","regular","false","Tiger Stadium","LSU","SEC","fbs","34","0.6764915389988592","1753","1752","Arkansas","SEC","fbs","31","0.32350846100114083","1620","1621"
"2023","4","regular","false","War Memorial Stadium","Wyoming","Mountain West","fbs","22","0.03544078715964566","1402","1405","Appalachian State","Sun Belt","fbs","19","0.9645592128403544","1577","1574"
"2023","4","regular","false","Johnny Red"""" Floyd Stadium""""","Middle Tennessee","Conference USA","fbs","23","0.22522205883684657","1341","1320","Colorado State","Mountain West","fbs","31","0.7747779411631535","1278","1299"
"2023","4","regular","false","John O'Quinn Field at TDECU Stadium","Houston","Big 12","fbs","38","0.9987585197018767","1519","1597","Sam Houston State","Conference USA","fbs","7","0.0012414802981233208","1474","1396"
"2023","4","regular","false","Centennial Bank Stadium","Arkansas State","Sun Belt","fbs","44","0.5488487385254524","1032","1055","Southern Mississippi","Sun Belt","fbs","37","0.45115126147454765","1258","1235"
"2023","4","regular","false","Jim Wacker Field at Bobcat Stadium","Texas State","Sun Belt","fbs","35","0.5067811965426334","1353","1363","Nevada","Mountain West","fbs","24","0.4932188034573666","1224","1214"
"2023","4","regular","false","Ben Hill Griffin Stadium","Florida","SEC","fbs","22","0.9963268518353481","1603","1601","Charlotte","American Athletic","fbs","7","0.003673148164651918","1205","1207"
"2023","4","regular","false","Cajun Field","Louisiana","Sun Belt","fbs","45","0.9894642540735863","1561","1558","Buffalo","Mid-American","fbs","38","0.010535745926413709","1328","1331"
"2023","4","regular","false","Sanford Stadium","Georgia","SEC","fbs","49","0.9978367297366098","2048","2055","UAB","American Athletic","fbs","21","0.002163270263390249","1427","1420"
"2023","4","regular","false","Beaver Stadium","Penn State","Big Ten","fbs","31","0.9984188956302096","1867","1931","Iowa","Big Ten","fbs","0","0.0015811043697904203","1703","1639"
