"Season","Id","Name","Position","Team","Conference","Usage Overall","Usage Pass","Usage Rush"
"2023","4360689","Tyler Shough","QB","Texas Tech","Big 12","0.7919","0.9775","0.5439"
"2023","4709977","Brayden Schager","QB","Hawai'i","Mountain West","0.7164","0.9851","0.1905"
"2023","4688380","Cameron Ward","QB","Washington State","Pac-12","0.7097","0.9667","0.3538"
"2023","4370775","Brennan Armstrong","QB","NC State","ACC","0.6933","0.9867","0.4"
"2023","4682518","Nick Vattiato","QB","Middle Tennessee","Conference USA","0.6825","0.9733","0.26"
"2023","4432762","Shedeur Sanders","QB","Colorado","Pac-12","0.6667","0.9703","0.0769"
"2023","4360423","Michael Penix Jr.","QB","Washington","Pac-12","0.6639","0.95","0.125"
"2023","4368343","Austin Reed","QB","Western Kentucky","Conference USA","0.6618","0.9432","0.1458"
"2023","4426417","Jacob Zeno","QB","UAB","American Athletic","0.6594","0.9878","0.1786"
"2023","4916436","E.J. Warner","QB","Temple","American Athletic","0.6549","1","0.06"
"2023","4570057","Cole Snyder","QB","Buffalo","Mid-American","0.6377","1","0.1379"
"2023","4700135","Cam Fancher","QB","Marshall","Sun Belt","0.6371","0.9677","0.3115"
"2023","4361653","Devin Leary","QB","Kentucky","SEC","0.6273","1","0.025"
"2023","4571819","Keegan Shoemaker","QB","Sam Houston State","Conference USA","0.6238","1","0.2857"
"2023","4362073","Casey Thompson","QB","Florida Atlantic","American Athletic","0.6207","0.9714","0.093"
"2023","4597679","Luke Altmyer","QB","Illinois","Big Ten","0.614","1","0.2407"
"2023","4880272","Byrum Brown","QB","South Florida","American Athletic","0.6114","0.962","0.3298"
"2023","4427936","Grayson McCall","QB","Coastal Carolina","Sun Belt","0.6093","0.9873","0.1944"
"2023","4362365","Davis Brin","QB","Georgia Southern","Sun Belt","0.6028","0.9405","0.1091"
"2023","4431948","TJ Finley","QB","Texas State","Sun Belt","0.5952","1","0.15"
"2023","4360271","Tanner Mordecai","QB","Wisconsin","Big Ten","0.5912","1","0.1563"
"2023","4373895","Ben Wooldridge","QB","Louisiana","Sun Belt","0.5899","1","0.2"
"2023","4429032","Hudson Card","QB","Purdue","Big Ten","0.5857","1","0.2162"
"2023","4685574","Conner Weigman","QB","Texas A&M","SEC","0.5833","0.8636","0.1429"
"2023","4426339","Spencer Rattler","QB","South Carolina","SEC","0.5714","0.8675","0.1404"
"2023","4695867","Grant Wilson","QB","Old Dominion","Sun Belt","0.5714","1","0.2462"
"2023","4428512","Kedon Slovis","QB","BYU","Big 12","0.5714","1","0.0909"
"2023","4597247","Austin Smith","QB","Eastern Michigan","Mid-American","0.57","1","0.1458"
"2023","4373934","Chevan Cordeiro","QB","San José State","Mountain West","0.5699","0.8716","0.1786"
"2023","4426499","Hank Bachmeier","QB","Louisiana Tech","Conference USA","0.5692","0.9608","0.1429"
"2023","4426348","Jayden Daniels","QB","LSU","SEC","0.5655","0.8919","0.2254"
"2023","4431452","Drake Maye","QB","North Carolina","ACC","0.563","1","0.1571"
"2023","4597499","Mikey Keene","QB","Fresno State","Mountain West","0.5621","0.9765","0.0455"
"2023","4685413","Cade Klubnik","QB","Clemson","ACC","0.5602","0.8989","0.1688"
"2023","5081405","AJ Swann","QB","Vanderbilt","SEC","0.5568","0.9709","0.038"
"2023","4362894","Jalen Mayden","QB","San Diego State","Mountain West","0.555","0.9762","0.233"
"2023","4606194","Seth Henigan","QB","Memphis","American Athletic","0.554","0.9714","0.1509"
"2023","4773919","Thomas Castellanos","QB","Boston College","ACC","0.5538","0.8246","0.3472"
"2023","4430686","Grant Wells","QB","Virginia Tech","ACC","0.5489","0.8986","0.1774"
"2023","4426338","Bo Nix","QB","Oregon","Pac-12","0.5486","0.8659","0.129"
"2023","4360799","Jordan Travis","QB","Florida State","ACC","0.5407","0.9091","0.1884"
"2023","4432734","Jalen Milroe","QB","Alabama","SEC","0.5317","0.8966","0.2206"
"2023","4369448","Darren Grainger","QB","Georgia State","Sun Belt","0.5317","1","0.2625"
"2023","4433829","Mitch Griffis","QB","Wake Forest","ACC","0.529","0.9839","0.1579"
"2023","4360056","Ben Bryant","QB","Northwestern","Big Ten","0.5289","0.8769","0.1296"
"2023","4430841","Carson Beck","QB","Georgia","SEC","0.5267","0.8219","0.1552"
"2023","4682927","Billy Wiles","QB","Southern Mississippi","Sun Belt","0.5234","0.9265","0.0678"
"2023","4241965","Rocky Lombardi","QB","Northern Illinois","Mid-American","0.5208","1","0.0946"
"2023","4427191","Dequan Finn","QB","Toledo","Mid-American","0.5203","0.7619","0.3412"
"2023","5084180","Diego Pavia","QB","New Mexico State","Conference USA","0.52","0.8947","0.2371"
"2023","4372768","Phil Jurkovec","QB","Pittsburgh","ACC","0.5147","0.8696","0.1493"
"2023","4432138","Mason Garcia","QB","East Carolina","American Athletic","0.5122","0.678","0.377"
"2023","4870909","Jaden Rashada","QB","Arizona State","Pac-12","0.5118","1","0.0625"
"2023","4426335","Graham Mertz","QB","Florida","SEC","0.5109","0.9028","0.0769"
"2023","4801299","Rocco Becht","QB","Iowa State","Big 12","0.5","0.9016","0.0702"
"2023","4429149","Brendon Lewis","QB","Nevada","Mountain West","0.5","0.8378","0.1212"
"2023","4690158","Noah Kim","QB","Michigan State","Big Ten","0.5","0.9464","0.1212"
"2023","4362260","Carter Bradley","QB","South Alabama","Sun Belt","0.5","0.9825","0.0806"
"2023","4360698","Joe Milton","QB","Tennessee","SEC","0.4966","0.9403","0.1341"
"2023","4432803","Kaidon Salter","QB","Liberty","Conference USA","0.4965","1","0.2604"
"2023","4427243","Brett Gabbert","QB","Miami (OH)","Mid-American","0.4953","0.9038","0.1111"
"2023","4432722","Athan Kaliakmanis","QB","Minnesota","Big Ten","0.4928","1","0.1067"
"2023","4567097","Taulia Tagovailoa","QB","Maryland","Big Ten","0.4928","0.8899","0.0606"
"2023","4689114","Jaxson Dart","QB","Ole Miss","SEC","0.4925","0.7324","0.2258"
"2023","4429066","Jeff Sims","QB","Nebraska","Big Ten","0.4912","0.8293","0.3188"
"2023","4360230","Emory Jones","QB","Cincinnati","Big 12","0.482","0.9091","0.2048"
"2023","4433970","J.J. McCarthy","QB","Michigan","Big Ten","0.4793","0.9483","0.0484"
"2023","4429955","Will Howard","QB","Kansas State","Big 12","0.4786","0.9344","0.1299"
"2023","4567149","KJ Jefferson","QB","Arkansas","SEC","0.4729","0.9574","0.1951"
"2023","4574809","Jalon Jones","QB","Charlotte","American Athletic","0.4701","0.875","0.2703"
"2023","4369839","JT Shrout","QB","Arkansas State","Sun Belt","0.4643","0.7313","0.0682"
"2023","4683423","Riley Leonard","QB","Duke","ACC","0.4603","0.8364","0.169"
"2023","4879928","Bryson Daily","QB","Army","FBS Independents","0.4588","0.881","0.3467"
"2023","4428993","Haynes King","QB","Georgia Tech","ACC","0.4531","0.875","0.0323"
"2023","5044387","Anthony Colandrea","QB","Virginia","ACC","0.4526","0.7766","0.1413"
"2023","4893657","Gavin Wimsatt","QB","Rutgers","Big Ten","0.4514","0.98","0.1702"
"2023","4362723","Gunnar Watson","QB","Troy","Sun Belt","0.4488","0.8871","0.0317"
"2023","4427455","Cade McNamara","QB","Iowa","Big Ten","0.4444","0.9444","0.0161"
"2023","4433971","Kyle McCord","QB","Ohio State","Big Ten","0.4436","0.7639","0.0667"
"2023","4692530","Chandler Morris","QB","TCU","Big 12","0.4314","0.75","0.1064"
"2023","4245186","Frank Harris","QB","UT San Antonio","American Athletic","0.4279","0.699","0.1667"
"2023","4430033","Cooper Legas","QB","Utah State","Mountain West","0.4264","0.614","0.1728"
"2023","4429059","Jo'quavious Marks","RB","Mississippi State","SEC","0.4215","0.1739","0.5733"
"2023","4838679","Ashton Daniels","QB","Stanford","Pac-12","0.4206","0.6949","0.1818"
"2023","4575668","Gavin Hardison","QB","UTEP","Conference USA","0.4184","0.9452","0.1102"
"2023","4686164","Tai Lavatai","QB","Navy","American Athletic","0.4176","0.8298","0.2741"
"2023","4429435","Brady Cook","QB","Missouri","SEC","0.4173","0.9149","0.1266"
"2023","4685186","Tyler Van Dyke","QB","Miami","ACC","0.4153","0.8222","0.0217"
"2023","4431611","Caleb Williams","QB","USC","Pac-12","0.4148","0.6337","0.12"
"2023","4363410","Dylan Hopkins","QB","New Mexico","Mountain West","0.4054","0.8723","0.0635"
"2023","4361994","Sam Hartman","QB","Notre Dame","FBS Independents","0.4033","0.8171","0.0606"
"2023","4429582","Joe Fagnano","QB","Connecticut","FBS Independents","0.4016","0.5455","0.2407"
"2023","5151948","Joey Aguilar","QB","Appalachian State","Sun Belt","0.4","0.8","0.0952"
"2023","4576318","Marcus Carroll","RB","Georgia State","Sun Belt","0.3968","0.0652","0.5875"
"2023","4426444","Connor Bazelak","QB","Bowling Green","Mid-American","0.3952","0.8103","0.0323"
"2023","4432733","Clay Millen","QB","Colorado State","Mountain West","0.3906","0.5455","0.0526"
"2023","102597","Will Rogers","QB","Mississippi State","SEC","0.3884","1","0.0133"
"2023","4801307","Tayven Jackson","QB","Indiana","Big Ten","0.3866","0.6316","0.1531"
"2023","4360890","Jordan McCloud","QB","James Madison","Sun Belt","0.3846","0.7719","0.0833"
"2023","4429020","D.J. Uiagalelei","QB","Oregon State","Pac-12","0.384","0.7143","0.1159"
"2023","4361607","Andrew Peasley","QB","Wyoming","Mountain West","0.378","0.6923","0.1622"
"2023","4361493","Jack Plummer","QB","Louisville","ACC","0.375","0.7736","0.0972"
"2023","4695600","Bryson Barnes","QB","Utah","Pac-12","0.371","0.7451","0.1096"
"2023","4870921","Dante Moore","QB","UCLA","Pac-12","0.3651","0.6833","0.0758"
"2023","4368768","DJ Irons","QB","Akron","Mid-American","0.36","0.5263","0.1538"
"2023","4683912","Hunter Herring","QB","Louisiana Monroe","Sun Belt","0.3548","0.6038","0.1714"
"2023","4432759","Sawyer Robertson","QB","Baylor","Big 12","0.3485","0.5405","0.1053"
"2023","4426430","Taisun Phommachanh","QB","UMass","FBS Independents","0.3393","0.4684","0.2273"
"2023","4391845","Cody Schrader","RB","Missouri","SEC","0.3386","0.0638","0.5063"
"2023","4431325","Taylen Green","QB","Boise State","Mountain West","0.3359","0.5556","0.069"
"2023","4430590","Payton Thorne","QB","Auburn","SEC","0.3333","0.75","0.1026"
"2023","4613032","Nate Noel","RB","Appalachian State","Sun Belt","0.3333","0.0462","0.5595"
"2023","4714771","Drew Allar","QB","Penn State","Big Ten","0.3333","0.8333","0.0833"
"2023","4430968","Kimani Vidal","RB","Troy","Sun Belt","0.3307","0.0323","0.6349"
"2023","4889929","Quinn Ewers","QB","Texas","Big 12","0.3306","0.5846","0.0357"
"2023","4708067","Kai Horton","QB","Tulane","American Athletic","0.3284","0.7308","0.0741"
"2023","5091890","Kadin Semonza","QB","Ball State","Mid-American","0.3209","0.5588","0.0758"
"2023","4605841","Nathan Carter","RB","Michigan State","Big Ten","0.3197","0.0357","0.5606"
"2023","4429212","Rashad Amos","RB","Miami (OH)","Mid-American","0.3178","0.0577","0.5741"
"2023","4690013","Rasheen Ali","RB","Marshall","Sun Belt","0.3145","0.0645","0.5738"
"2023","4432767","Preston Stone","QB","SMU","American Athletic","0.3125","0.5522","0.05"
"2023","4362159","Alan Bowman","QB","Oklahoma State","Big 12","0.305","0.506","0.0175"
"2023","4690977","Donovan Smith","QB","Houston","Big 12","0.3032","0.4157","0.1563"
"2023","4696981","Cameron Skattebo","RB","Arizona State","Pac-12","0.2992","0.1148","0.4844"
"2023","4608686","Kyle Monangai","RB","Rutgers","Big Ten","0.2986","0.02","0.4468"
"2023","4426530","Kay'Ron Adams","RB","UMass","FBS Independents","0.2976","0.0759","0.5"
"2023","4833597","Brayden Fowler-Nicolosi","QB","Colorado State","Mountain West","0.2969","0.4318","0"
"2023","4686065","Devin Mockobee","RB","Purdue","Big Ten","0.2929","0.0606","0.5"
"2023","4731981","Carlos Davis","QB","UMass","FBS Independents","0.2857","0.5063","0.0909"
"2023","4249638","Zion Webb","QB","Jacksonville State","Conference USA","0.2844","0.5616","0.1377"
"2023","4832846","Demond Claiborne","RB","Wake Forest","ACC","0.2826","0","0.5132"
"2023","4580590","Zachary Larrier","QB","Air Force","Mountain West","0.2826","1","0.2281"
"2023","4819231","Kaleb Johnson","RB","Iowa","Big Ten","0.2821","0","0.5323"
"2023","4429501","Re'Mahn Davis","RB","Kentucky","SEC","0.2818","0.0882","0.625"
"2023","4429847","Garrett Greene","QB","West Virginia","Big 12","0.2785","0.5625","0.0851"
"2023","4431091","Ben Finley","QB","California","Pac-12","0.2781","0.5946","0.0326"
"2023","4596472","Jalon Daniels","QB","Kansas","Big 12","0.2774","0.5","0.125"
"2023","4686788","CJ Harris","QB","Ohio","Mid-American","0.277","0.5213","0.0885"
"2023","4699761","Elijah Gilliam","RB","Fresno State","Mountain West","0.2745","0.0235","0.6061"
"2023","4426966","Garrett Shrader","QB","Syracuse","ACC","0.2743","0.5106","0.1061"
"2023","4427313","Ta'Quan Roberson","QB","Connecticut","FBS Independents","0.2705","0.4394","0.0741"
"2023","4360492","Samson Evans","RB","Eastern Michigan","Mid-American","0.27","0.02","0.5417"
"2023","4430717","Keshawn Wicks","RB","Old Dominion","Sun Belt","0.2689","0.0577","0.4462"
"2023","4685702","Quinshon Judkins","RB","Ole Miss","SEC","0.2687","0.0704","0.5"
"2023","4569682","Audric Estime","RB","Notre Dame","FBS Independents","0.2652","0.061","0.4343"
"2023","4565315","Blake Shapen","QB","Baylor","Big 12","0.2652","0.4459","0.0351"
"2023","4687413","Antario Brown","RB","Northern Illinois","Mid-American","0.2639","0.0147","0.5"
"2023","4429516","Doug Brumfield","QB","UNLV","Mountain West","0.2636","0.4528","0.0877"
"2023","4685247","Braelon Allen","RB","Wisconsin","Big Ten","0.2628","0.169","0.375"
"2023","4900146","Cartevious Norton","RB","Iowa State","Big 12","0.2627","0","0.5439"
"2023","4430992","Kentrel Bullock","RB","South Alabama","Sun Belt","0.2623","0.1053","0.4194"
"2023","4920901","Darius Taylor","RB","Minnesota","Big Ten","0.2609","0.0333","0.4533"
"2023","4688595","Kevorian Barnes","RB","UT San Antonio","American Athletic","0.2596","0.0388","0.4902"
"2023","4431499","Sieh Bangura","RB","Ohio","Mid-American","0.2582","0.0851","0.4159"
"2023","4430699","Jack Salopek","QB","Western Michigan","Mid-American","0.2581","0.5098","0.0833"
"2023","4430689","Dominic Richardson","RB","Baylor","Big 12","0.2576","0.0541","0.5263"
"2023","4880511","Jordan Ford","RB","Tulsa","American Athletic","0.2574","0.0577","0.3951"
"2023","4361604","Blake Watson","RB","Memphis","American Athletic","0.2535","0.1429","0.3679"
"2023","4685382","Omarion Hampton","RB","North Carolina","ACC","0.2519","0.0154","0.4714"
"2023","4431431","Corey Kiner","RB","Cincinnati","Big 12","0.2518","0.0364","0.3976"
"2023","4872721","Cardell Williams","QB","Tulsa","American Athletic","0.25","0.5577","0.0617"
"2023","5085006","Jalen Buckley","RB","Western Michigan","Mid-American","0.25","0.0196","0.4167"
"2023","4430100","Larry McCammon III","RB","Florida Atlantic","American Athletic","0.25","0.1429","0.4419"
"2023","4685489","Jadyn Ott","RB","California","Pac-12","0.2485","0.0405","0.4239"
"2023","4610703","Jalen White","RB","Georgia Southern","Sun Belt","0.2482","0.0595","0.5455"
"2023","4429096","Blake Corum","RB","Michigan","Big Ten","0.2479","0.0862","0.4032"
"2023","4431397","Logan Smothers","QB","Jacksonville State","Conference USA","0.2464","0.4384","0.1449"
"2023","4684502","Justin Lamson","QB","Stanford","Pac-12","0.246","0.3051","0.197"
"2023","4429439","Quinton Cooley","RB","Liberty","Conference USA","0.2448","0","0.3646"
"2023","4895117","Jiya Wright","QB","Louisiana Monroe","Sun Belt","0.2419","0.3774","0.1429"
"2023","4360900","Jason Bean","QB","Kansas","Big 12","0.2409","0.5","0.0625"
"2023","4687475","Cam Porter","RB","Northwestern","Big Ten","0.2397","0.0923","0.4259"
"2023","4899046","Brendan Sorsby","QB","Indiana","Big Ten","0.2371","0.3684","0.1122"
"2023","4688835","Roman Hemby","RB","Maryland","Big Ten","0.2344","0.0826","0.404"
"2023","4816098","Makhi Hughes","RB","Tulane","American Athletic","0.2313","0.0192","0.3704"
"2023","4714365","Carson Steele","RB","UCLA","Pac-12","0.2302","0.0833","0.3636"
"2023","4362852","Dakereon Joyner","RB","South Carolina","SEC","0.2286","0.1205","0.386"
"2023","4365311","Malik Jackson","RB","Jacksonville State","Conference USA","0.2275","0.0685","0.3116"
"2023","4430829","Michael Alaimo","QB","Kent State","Mid-American","0.2258","0.3934","0.0645"
"2023","4868300","Nate Johnson","QB","Utah","Pac-12","0.2258","0.2353","0.2192"
"2023","4882093","Bhayshul Tuten","RB","Virginia Tech","ACC","0.2256","0.0435","0.4355"
"2023","4575667","Deion Hankins","RB","UTEP","Conference USA","0.2245","0.0137","0.3644"
"2023","4690143","LaJohntay Wester","WR","Florida Atlantic","American Athletic","0.2241","0.3571","0.0233"
"2023","4431536","Donovan Edwards","RB","Michigan","Big Ten","0.2231","0.1552","0.2903"
"2023","4431545","Will Shipley","RB","Clemson","ACC","0.2229","0.1236","0.3377"
"2023","4568406","Calvin Hill","RB","Texas State","Sun Belt","0.2222","0.0455","0.4167"
"2023","4871148","Jaylin Lucas","RB","Indiana","Big Ten","0.2216","0.1579","0.2857"
"2023","4682652","Devin Neal","RB","Kansas","Big 12","0.219","0.125","0.2875"
"2023","4430468","Marquez Cooper","RB","Ball State","Mid-American","0.2164","0.0294","0.4091"
"2023","4361222","Layne Hatcher","QB","Ball State","Mid-American","0.2164","0.3529","0.0758"
"2023","4808830","Damien Martinez","RB","Oregon State","Pac-12","0.216","0.0357","0.3623"
"2023","4879611","Amari Daniels","RB","Texas A&M","SEC","0.2153","0.0795","0.4286"
"2023","4685459","Nicco Marchiol","QB","West Virginia","Big 12","0.2152","0.4375","0.0638"
"2023","4691272","Stone Earle","QB","North Texas","American Athletic","0.2143","0.3725","0.0893"
"2023","4428783","Treshaun Ward","RB","Kansas State","Big 12","0.2143","0.0492","0.3506"
"2023","4701027","Owen Burk","RB","Air Force","Mountain West","0.212","0","0.2281"
"2023","4685246","Kaytron Allen","RB","Penn State","Big Ten","0.2111","0","0.3167"
"2023","4690972","Ja'Quinden Jackson","RB","Utah","Pac-12","0.2097","0.0392","0.3288"
"2023","4432545","Jabari Small","RB","Tennessee","SEC","0.2081","0.0746","0.3171"
"2023","4696044","Kaelon Black","RB","James Madison","Sun Belt","0.2077","0.0702","0.3194"
"2023","4575131","Jacory Merritt","RB","New Mexico","Mountain West","0.2072","0","0.3651"
"2023","4362313","O'Shann Allison","RB","Ohio","Mid-American","0.2066","0.0319","0.3628"
"2023","4431580","Miller Moss","QB","USC","Pac-12","0.2045","0.3465","0.0133"
"2023","4429454","Ron Cook Jr.","RB","Buffalo","Mid-American","0.2029","0.1","0.3448"
"2023","4430431","Kurtis Rourke","QB","Ohio","Mid-American","0.2019","0.4043","0.0442"
"2023","4696690","Reggie Love III","RB","Illinois","Big Ten","0.2018","0.0526","0.3704"
"2023","4595354","Gabe Ervin","RB","Nebraska","Big Ten","0.2018","0","0.3333"
"2023","4259910","Isaiah Woullard","RB","Louisiana Monroe","Sun Belt","0.2016","0.0189","0.3429"
"2023","4874509","DJ Giddens","RB","Kansas State","Big 12","0.2","0.0164","0.3506"
"2023","4429001","Jase McClellan","RB","Alabama","SEC","0.1984","0.0517","0.3235"
"2023","4428803","Jordan Waters","RB","Duke","ACC","0.1984","0.0727","0.2958"
"2023","4923285","McCae Hillstead","QB","Utah State","Mountain West","0.198","0.307","0.0494"
"2023","4428211","Nathaniel Peat","RB","Missouri","SEC","0.1969","0.0638","0.2785"
"2023","4429316","DeCarlos Brooks","RB","Arizona State","Pac-12","0.1969","0.0656","0.3281"
"2023","4682745","Jaylen Wright","RB","Tennessee","SEC","0.1946","0.0746","0.2927"
"2023","4685039","Michael Pratt","QB","Tulane","American Athletic","0.194","0.2692","0.1481"
"2023","4918126","LJ Martin","RB","BYU","Big 12","0.1933","0.0159","0.4"
"2023","4685521","Garret Rangel","QB","Oklahoma State","Big 12","0.1915","0.2771","0.0702"
"2023","4875671","Myles Bailey","RB","Central Michigan","Mid-American","0.1894","0","0.3049"
"2023","4686658","Michael Washington","RB","Buffalo","Mid-American","0.1884","0.025","0.4138"
"2023","4428732","Sean Tyler","RB","Minnesota","Big Ten","0.1884","0","0.3467"
"2023","4570130","Jermaine Brown Jr.","RB","UAB","American Athletic","0.1884","0.0976","0.3214"
"2023","4879507","Zach Hrbacek","RB","Sam Houston State","Conference USA","0.1881","0.0816","0.3061"
"2023","5082614","Terrell Vaughn","WR","Utah State","Mountain West","0.1878","0.3158","0.0123"
"2023","4429939","Jawhar Jordan","RB","Louisville","ACC","0.1875","0.0755","0.2778"
"2023","4571305","Zak Wallace","RB","Arkansas State","Sun Belt","0.1875","0.0299","0.4318"
"2023","4432431","Avery Morrow","RB","Colorado State","Mountain West","0.1875","0.0227","0.5789"
"2023","4877203","Gage Larvadain","WR","Miami (OH)","Mid-American","0.1869","0.3846","0"
"2023","4880697","Daba Fofana","FB","Navy","American Athletic","0.1868","0.0426","0.237"
"2023","4427238","Dillon Gabriel","QB","Oklahoma","Big 12","0.1863","0.4737","0.0156"
"2023","4426910","Kenan Christon","RB","San Diego State","Mountain West","0.1832","0.0952","0.2621"
"2023","5086027","TJ Harden","RB","UCLA","Pac-12","0.1825","0.05","0.303"
"2023","4569156","Michael Wiley","RB","Arizona","Pac-12","0.1818","0.0147","0.4375"
"2023","4432297","Isaiah Jacobs","RB","UAB","American Athletic","0.1812","0.0854","0.3214"
"2023","5099736","Ja'shon Benjamin","RB","Rutgers","Big Ten","0.1806","0.02","0.266"
"2023","4685565","Evan Stewart","WR","Texas A&M","SEC","0.1806","0.2841","0.0179"
"2023","4873234","Victor Rosa","RB","Connecticut","FBS Independents","0.1803","0.0455","0.3519"
"2023","4430834","Jalen McMillan","WR","Washington","Pac-12","0.1803","0.25","0.05"
"2023","4429805","Frank Gore Jr.","RB","Southern Mississippi","Sun Belt","0.1797","0.1029","0.2712"
"2023","4567507","Rodrigues Clark","RB","Southern Mississippi","Sun Belt","0.1797","0","0.3898"
"2023","4875563","Emmanuel Michel","FB","Air Force","Mountain West","0.1793","0","0.193"
"2023","4567461","Alex Flinn","QB","East Carolina","American Athletic","0.1789","0.3051","0.0656"
"2023","4697512","Robby Ashford","QB","Auburn","SEC","0.1789","0.2045","0.1667"
"2023","4826635","Jaxon Dailey","QB","Arkansas State","Sun Belt","0.1786","0.2537","0.0682"
"2023","4596437","AJ Green","RB","Arkansas","SEC","0.1783","0.0213","0.2683"
"2023","4426409","Chez Mellusi","RB","Wisconsin","Big Ten","0.1752","0","0.375"
"2023","4695709","Devin Brown","QB","Ohio State","Big Ten","0.1729","0.2361","0.1"
"2023","4611995","Jamal Haynes","RB","Georgia Tech","ACC","0.1719","0.0625","0.2903"
"2023","4429275","Trey Benson","RB","Florida State","ACC","0.1704","0.0303","0.3043"
"2023","5082144","Hayden Reed","RB","Army","FBS Independents","0.1701","0.0238","0.2133"
"2023","4258419","Hunter Smith","RB","Louisiana Monroe","Sun Belt","0.1694","0.0189","0.2857"
"2023","4880638","Kye Robichaux","RB","Boston College","ACC","0.1692","0.0351","0.2778"
"2023","5075805","Aidan Chiles","QB","Oregon State","Pac-12","0.168","0.2857","0.0725"
"2023","4685350","Trevor Etienne","RB","Florida","SEC","0.1679","0.0694","0.2769"
"2023","4596448","Mar'Keise Irving","RB","Oregon","Pac-12","0.1667","0.1098","0.2419"
"2023","4694583","Quali Conley","RB","San José State","Mountain West","0.1658","0.0367","0.3333"
"2023","4567400","Nay'Quan Wright","RB","South Florida","American Athletic","0.1657","0.038","0.2766"
"2023","5084179","Star Thomas","RB","New Mexico State","Conference USA","0.1657","0.0789","0.2371"
"2023","5081999","CJ Donaldson","RB","West Virginia","Big 12","0.1646","0","0.2766"
"2023","4911971","Jahiem White","RB","West Virginia","Big 12","0.1646","0.0313","0.2553"
"2023","4372561","Isaac Guerendo","RB","Louisville","ACC","0.1641","0.0943","0.2222"
"2023","4431299","Rome Odunze","WR","Washington","Pac-12","0.1639","0.225","0.05"
"2023","4682904","Zahir Abdus-Salaam","RB","Western Michigan","Mid-American","0.1613","0.0196","0.2639"
"2023","4427841","Billy Lucas","RB","Liberty","Conference USA","0.1608","0.0217","0.2292"
"2023","4684625","Montrell Johnson","RB","Florida","SEC","0.1606","0.0694","0.2615"
"2023","4431035","Gavin Williams","RB","Northern Illinois","Mid-American","0.1597","0.0882","0.2297"
"2023","4708487","Jaquez Moore","RB","Duke","ACC","0.1587","0.0727","0.2254"
"2023","4686513","Frank Peasant","RB","Middle Tennessee","Conference USA","0.1587","0.0533","0.32"
"2023","4429068","Ethan Garbers","QB","UCLA","Pac-12","0.1587","0.2833","0.0455"
"2023","4431310","Henry Parrish Jr.","RB","Miami","ACC","0.1585","0.0444","0.2717"
"2023","5088888","Torrance Burgess Jr.","RB","UTEP","Conference USA","0.1582","0.0274","0.2458"
"2023","4426428","Sean Dollars","RB","Nevada","Mountain West","0.1571","0.0811","0.2424"
"2023","4869120","Ashton Hayes","RB","Nevada","Mountain West","0.1571","0.0541","0.2727"
"2023","4870607","Jackson Arnold","QB","Oklahoma","Big 12","0.1569","0.2895","0.0781"
"2023","107494","Trey Sanders","RB","TCU","Big 12","0.1569","0.0192","0.3191"
"2023","4601283","Trevion Cooley","RB","Georgia Tech","ACC","0.1563","0.0313","0.2903"
"2023","4685699","Damari Alston","RB","Auburn","SEC","0.1545","0.0682","0.2051"
"2023","4575909","Roman Fuller","QB","Tulsa","American Athletic","0.1544","0.4038","0"
"2023","4575436","Davion Ervin-Poindexter","RB","Western Kentucky","Conference USA","0.1544","0.0682","0.3125"
"2023","5081526","Alex Tecza","FB","Navy","American Athletic","0.1538","0.0426","0.1926"
"2023","4568312","Jordan Houston","RB","NC State","ACC","0.1533","0.04","0.2667"
"2023","4880684","Maquel Haywood","RB","Appalachian State","Sun Belt","0.1533","0","0.2738"
"2023","4577962","Camden Orth","QB","Bowling Green","Mid-American","0.1532","0.1724","0.1452"
"2023","4693219","Ron Wiggins","RB","Jacksonville State","Conference USA","0.1517","0.0685","0.1957"
"2023","4613064","Obasanjo Sanni","RB","Old Dominion","Sun Belt","0.1513","0.0577","0.2308"
"2023","4432710","TreVeyon Henderson","RB","Ohio State","Big Ten","0.1504","0.0417","0.2833"
"2023","4805256","Sutton Smith","RB","Memphis","American Athletic","0.1502","0.0476","0.2547"
"2023","4569371","Isaiah Williams","WR","Illinois","Big Ten","0.1491","0.2632","0.037"
"2023","4683012","Eddie Lee Marburger","QB","UT San Antonio","American Athletic","0.149","0.2816","0.0196"
"2023","4711533","Ollie Gordon","RB","Oklahoma State","Big 12","0.1489","0.0602","0.2807"
"2023","5121623","Keith Willis","RB","Louisiana Tech","Conference USA","0.1487","0.0294","0.2857"
"2023","4372568","Nakia Watson","RB","Washington State","Pac-12","0.1484","0.0556","0.2769"
"2023","4429043","Jaylan Knighton","RB","SMU","American Athletic","0.1484","0.0299","0.2833"
"2023","4428438","Edward Saydee","RB","Temple","American Athletic","0.1479","0.0667","0.3"
"2023","4429299","Tahj Brooks","RB","Texas Tech","Big 12","0.1477","0.0674","0.2807"
"2023","4370794","Perris Jones","RB","Virginia","ACC","0.1474","0.0319","0.2717"
"2023","4569481","Anthony Watkins","RB","Tulsa","American Athletic","0.1471","0.0385","0.2222"
"2023","4683665","Zuberi Mobley","RB","Florida Atlantic","American Athletic","0.1466","0.0143","0.3721"
"2023","4683219","Patrick Smith","RB","Vanderbilt","SEC","0.1459","0","0.3418"
"2023","4894661","Durell Robinson","RB","Charlotte","American Athletic","0.1453","0","0.2297"
