"Season","Id","Name","Position","Team","Conference","Usage Overall","Usage Pass","Usage Rush"
"2023","4362620","Kavosiey Smoke","RB","Colorado","Pac-12","0.0065","0","0.0192"
"2023","4613193","Joshua Cobbs","WR","Houston","Big 12","0.0065","0.0112","0"
"2023","4713298","Javon Antonio","WR","Colorado","Pac-12","0.0065","0.0099","0"
"2023","4605998","Logan Fife","QB","Fresno State","Mountain West","0.0065","0.0118","0"
"2023","5083972","Willie Gaines","WR","Colorado","Pac-12","0.0065","0.0099","0"
"2023","4579071","Billy Riviere III","TE","Washington State","Pac-12","0.0065","0.0111","0"
"2023","4832819","Djouvensky Schlenbaker","RB","Washington State","Pac-12","0.0065","0","0.0154"
"2023","5081452","Clay Swinney","WR","Clemson","ACC","0.006","0.0112","0"
"2023","4873283","Wise Segars Jr.","RB","Clemson","ACC","0.006","0","0.013"
"2023","5093141","Jarvis Green","RB","Clemson","ACC","0.006","0","0.013"
"2023","4873268","Kevin McNeal","RB","Clemson","ACC","0.006","0","0.013"
"2023","5150561","Olsen Patt-Henry","TE","Clemson","ACC","0.006","0.0112","0"
"2023","4683923","Banks Pope","TE","Clemson","ACC","0.006","0.0112","0"
"2023","4568228","Hamp Greene","WR","Clemson","ACC","0.006","0.0112","0"
"2023","4898018","Josh Sapp","TE","Clemson","ACC","0.006","0.0112","0"
"2023","4568219","Hampton Earle","WR","Clemson","ACC","0.006","0.0112","0"
"2023","4875272","Trond Grizzell","WR","California","Pac-12","0.0059","0.0135","0"
"2023","4730497","Ron Tiavaasue","TE","New Mexico State","Conference USA","0.0057","0.0132","0"
"2023","4685268","Raleek Brown","WR","USC","Pac-12","0.0057","0.0099","0"
"2023","4426815","Mike Brown-Stephens","WR","South Florida","American Athletic","0.0057","0.0127","0"
"2023","4428640","Yusuf Terry","WR","South Florida","American Athletic","0.0057","0.0127","0"
"2023","4643696","Gunnar Greenwald","TE","South Florida","American Athletic","0.0057","0.0127","0"
"2023","4872953","Thomaz Whitford","TE","New Mexico State","Conference USA","0.0057","0.0132","0"
"2023","4686145","Bryce Childress","WR","New Mexico State","Conference USA","0.0057","0.0132","0"
"2023","4697524","Matt Colombo","RB","USC","Pac-12","0.0057","0","0.0133"
"2023","4372776","Matt Salerno","WR","Notre Dame","FBS Independents","0.0055","0.0122","0"
"2023","5081505","Cody Howard","WR","Navy","American Athletic","0.0055","0.0213","0"
"2023","5158355","Tyler Bradley","RB","Navy","American Athletic","0.0055","0","0.0074"
"2023","4880368","Sam Assaf","RB","Notre Dame","FBS Independents","0.0055","0","0.0101"
"2023","4685560","Jaleel Skinner","TE","Miami","ACC","0.0055","0.0111","0"
"2023","4689633","Chase Ketterer","RB","Notre Dame","FBS Independents","0.0055","0.0122","0"
"2023","4591233","Chris Velotta","RB","Notre Dame","FBS Independents","0.0055","0","0.0101"
"2023","4697610","Regis Velez","WR","Navy","American Athletic","0.0055","0.0213","0"
"2023","4871054","Riley Williams","TE","Miami","ACC","0.0055","0.0111","0"
"2023","5089070","Richie Hoskins","WR","Vanderbilt","SEC","0.0054","0.0097","0"
"2023","4693813","Ben Brittain","QB","Air Force","Mountain West","0.0054","0","0.0058"
"2023","4915713","Walter Taylor","QB","Vanderbilt","SEC","0.0054","0","0.0127"
"2023","5086448","Kamrean Johnson","TE","Vanderbilt","SEC","0.0054","0.0097","0"
"2023","4686357","Gamarion Carter","WR","Vanderbilt","SEC","0.0054","0.0097","0"
"2023","5085137","Cade Harris","WR","Air Force","Mountain West","0.0054","0","0.0058"
"2023","5151914","Darius Stone","RB","Air Force","Mountain West","0.0054","0","0.0058"
"2023","5092348","Jaden Gibson","WR","Virginia","ACC","0.0053","0.0106","0"
"2023","4896391","Sean Wilson","WR","Virginia","ACC","0.0053","0.0106","0"
"2023","4370803","Grant Misch","TE","Virginia","ACC","0.0053","0.0106","0"
"2023","4689817","Tyler Brennan","WR","Army","FBS Independents","0.0052","0.0238","0"
"2023","4683178","David Holloman","RB","Indiana","Big Ten","0.0052","0","0.0102"
"2023","4684068","Cameron Harpole","TE","San Diego State","Mountain West","0.0052","0.0119","0"
"2023","5082140","Liam Fortner","WR","Army","FBS Independents","0.0052","0.0238","0"
"2023","4838549","Kamryn Perry","WR","Indiana","Big Ten","0.0052","0","0.0102"
"2023","4906882","Kejuan Bullard","WR","San José State","Mountain West","0.0052","0.0092","0"
"2023","4574860","Kyrese Rowan","WR","Utah State","Mountain West","0.0051","0.0088","0"
"2023","4875786","Tru Edwards","WR","Louisiana Tech","Conference USA","0.0051","0.0098","0"
"2023","4871100","John Locke","TE","Louisiana Tech","Conference USA","0.0051","0.0098","0"
"2023","5114312","Will Monney","TE","Utah State","Mountain West","0.0051","0.0088","0"
"2023","4575672","Julian Lopez","TE","UTEP","Conference USA","0.0051","0.0137","0"
"2023","4880823","Julien Lewis","WR","Louisiana Tech","Conference USA","0.0051","0.0098","0"
"2023","5151193","Marcus Vinson","TE","UTEP","Conference USA","0.0051","0.0137","0"
"2023","4819259","Devon Tauaefa","TE","Hawai'i","Mountain West","0.005","0.0075","0"
"2023","4875803","Karsyn Pupunu","WR","Hawai'i","Mountain West","0.005","0.0075","0"
"2023","4685416","Shaleak Knotts","WR","Maryland","Big Ten","0.0048","0.0092","0"
"2023","4685393","Preston Howard","TE","Maryland","Big Ten","0.0048","0.0092","0"
"2023","4565211","Dan Dishman","TE","UT San Antonio","American Athletic","0.0048","0.0097","0"
"2023","4570740","Bryce Butler","TE","Ohio","Mid-American","0.0047","0.0106","0"
"2023","5152162","Marcello Bussey","WR","Memphis","American Athletic","0.0047","0.0095","0"
"2023","4430820","Jayson Jones","WR","Jacksonville State","Conference USA","0.0047","0","0.0072"
"2023","5085257","Carter Lambert","QB","Jacksonville State","Conference USA","0.0047","0.0137","0"
"2023","4921110","Chase Hendricks","WR","Ohio","Mid-American","0.0047","0.0106","0"
"2023","5150902","Jarod Bowie","WR","Jacksonville State","Conference USA","0.0047","0","0.0072"
"2023","4576298","Keegan Wilburn","WR","Ohio","Mid-American","0.0047","0.0106","0"
"2023","4877738","Brock Rechsteiner","WR","Jacksonville State","Conference USA","0.0047","0.0137","0"
